idx,conversation,class
397,"수도권 난리도 아니더라
또 2000명 넘었대
어떡해 또 2000명 대야?
왜 이렇게 안 잡히지?
그러니까... 이제 진짜 통제 불가 되는 거 아님?
이제 추석인데 또 엄청 퍼지는 거 아냐?
그러니까... 우리 사촌 동생들도 내려온다고 하던데 ㅠㅠ
하... 진짜 이번 추석에는 요양병원 대면 면회 한다던데
요양병원은 너무 위험한 거 아니가 ㅠㅠ
그니까... 근데 어르신들 너무 외롭고 하니까...
진짜 딜레마네 이러지도 못하고 저러지도 못하고
진짜 갈피를 못 잡겠음
거리두기 단계를 높일 수도 없고
어 ㅠㅠ 어제 또 자영업자 한 분이 극단적 선택하셨대
나도 봤어 ㅠㅠ
자영업자들은 얼마나 괴롭겠냐 ㅠㅠ
그래 자영업자들이 자동차 시위도 했었잖아
정부도 통제하느라 엄청 골치가 아플 거야
이렇게 경험해 본 적 없는 상황은 어떻게 해결해야 하냐
이제 집단 면역밖에 할 수 있는 게 없지 않을까?",일상 대화
398,"기념일은 잘 챙기는 편이가?
저는 그냥 큰 것만 챙기는 편입니다
아 뭐 1주년 2주년 이런 거? 생일?
네네 그 정도만 챙기면 되지 않습니까
키키 어 나도 그렇게 생각함
키키 자잘한 것 챙길 시간도 없다 시간이 너무 빨리 가
그럼요 이제는 몇 년 되었으니 그 정도만 해도 됩니다
키키 그러니까 키키 여친도 같은 생각이라서 다행이네
가끔 오늘 무슨날이게 하면 무섭습니다
키키 아... 그래서 카톡에 디데이 설정 잘해 놔야지
아 형은 많이 해 놓는 편입니까
키키 뭐 디데이 하나밖에 없는데? 키키
오... 어떤 디데이죠? 키키
키키 사귄 날짜 하나밖에 없지 키키
아 그럼 진짜 년 단위랑 생일만 챙기는 거죠?
어 그렇지 키키
그런데 우리 다 몰려 있어 가지고
그럼 몰아서 하고 더 좋지 않습니까 너무 편하고 좋겠습니다 키키",일상 대화
399,"플스는 니 돈으로 산 거야?
응응
플스 가격 엄청 비싸더라구
키키 난 혹시 여자 친구가 선물 줬나 해서 키키
요즘 세일해서 아마 쌀 꺼야
거기 좀비 게임 재밌다던데...
얼른 사
너도 위닝 같이 하자
게임기 중에 플스가 최고지?
진짜 재밌어
완전 스트레스 풀려
너랑 붙을 수도 있어?
응응
컴터보다 훨 재밌어
위닝이라는 걸 다른 사람이랑 할 수도 있어?
그래서 요즘 인기 엄청 많다고 하더라구
어떻게 그럴 수 가 있지 ;
내 친구들도 다 샀어 키키
너무 좋아
키키 친구들이랑 하는 거야?
응응
축구 경기도 같이 할 수 있어",일상 대화
400,"우리 1주년 기념일 선물은 챙길까?~
응 하하 선물도 챙기고 케이크도 하자!
오 좋다! 키키 너 선물은 준비했어?
아니~ 너랑 얘기하고 사려고 아직 하하
헉 나 이미 케이크 사 버렸는데...
에이 케이크랑 선물은 다른 거지!
그래 그러면 선물만 준비하면 되겠다 키키
응 하하 선물은 뭐 하지?
당연히 비밀이지 키키
기대하고 있어!
응 알겠어 하하 나도 너한테 비밀이야!
그럼 힌트만 조금 줄 수 있어?
나도 줄게 하하
음 너가 좋아하는 거야!
이제 힌트 끝!
너무 작어 ㅠㅠ
나도 힌트를 주자면 쥬얼리야!
키키 너무 작어?
나는 옷이야!
오 그럼 대충 직감이 온다 키키
키키 이제 더 이상은 안 줄 거야!",일상 대화
401,"근데 지금 친구랑 운동하고 있잖아
그 친구는 살 많이 빠졌어?
아니? 우리 아가리 다이어터라고 둘다 더 살쪘어
아 김민경처럼 되고 있는 거구나
김민경이 우리랑 같은 과야?
아니 운동뚱 되는 거지
건강한 돼지
키키 아 그런 것 같아 근육도 찌고 살도 찌고
근데 운동하고 땀 흘리니까 피부는 좀 좋아짐?
아니? 피부 갑자기 또 피지 올라와서 짜증
성인 여드름은 몇 살까지 안고 살아야 하는 걸까?
그니깐... 또 피부과 약 먹어야 하나 싶어
그거 먹음 여드름은 가라앉는데 몸 전체가 건조해져서 싫은데 ㅠㅠ
그니까 몸에 긁은 자국 너무 많아서 무슨 피부병 있는 것 같더라
그니깐 근데 얼굴에 뭐 나면 진짜 스트레스야 ㅠㅠ
그리고 중요한 날만 되면 여드름 왕건이 생김 빡쳐
난 차라리 하나 크게 나면 괜찮은데 진짜 갑자기 엄청 번져서 얼굴 전체야
근데 여드름도 옮는다는 소리가 있던데 사마귀처럼
아 그래? 진짜 여드름 이세상에서 박멸했으면...",일상 대화
402,"내 친구 자취 시작했대
어디서 자취하는데?
신림 쪽이라는 것 같던데 부럽다...
전세야? 아 월세려나...
응응 월세! 전세는 아직 무리다요
누나는 자취 안 해?
하고 싶긴 한데 최대한 붙어 있으려고 하하 집 나가면 고생이잖어
그래도 자취하면 재밌잖아
자취하면 숨만 쉬어도 돈이 나간대... 집값에다 관리비에 생활비...
헐 그렇구나 돈이 많이 들겠네... 마냥 좋지만은 않군
맞아 키키 자유롭고 좋긴 한데 돈이 많이 드니까 난 아직 부담...
그래도 언젠간 해야 하지 않겠어?
결혼하게 되면 나가지 않을까...? 키키
평생 눌러 붙을 생각이구만
악담하는 거야...? 진짜 너무하네 ㅡㅡ
아니 누나 남자 안 만나잖아!",일상 대화
403,"다음 달에 강아지랑 댕댕트레킹 한다!
댕댕트레킹은 뭐야? 키키
이름은 예쁘다 키키 댕댕트레킹
키키 강아지랑 같이 등산하는 거야 키키
하이원 리조트로 간다 키키
아 같이 등산하는 거 키키 댕댕트레킹 키키
강아지 안 힘들겠어?
*** 훈련사도 참여하는 거라고 하더라고! 키키
그래서 한번 신청해봤어! 키키
하이원 리조트면 경사 엄청나게 높은 거 아냐?
그래서 미리 등산 연습 많이 하고 있지 키키
우와 *** 훈련사 한번 만나보고 싶다 키키
신청해서 당첨돼야 하는 거야?
근데 강아지가 문제가 아니라 사람이 문제더라... 키키
체력이 안 되더라 키키
키키 아하 미리 연습해두면 훨씬 편하겠다
키키 둘 다 살빠지겠다
아니 아니 추첨 하는 그런 건 아니야! 키키
모집 인원이 있어! 키키
키키 말만 들어도 힘들 거 같다 키키
강아지는 산 잘 타?
응응 산 잘 타더라고? 키키
먼저 막 올라가고 막 내려가고 그래... 키키
내가 뒤에서 같이 가... 하고 있닼 ㅋ
아 키키 모집 인원이 있구나 키키
벌써 마감 됐겠지?
음... 그렇지 않을까? ㅜㅜ
7월인가? 8월부터 모집했었어!
키키 신기하네 키키 산 잘 못 타는 강아지들도 많던데 키키
체력이 좋은가 보다 버디가",일상 대화
404,"오징어 게임 해봤니 ?
아니 ?!
그런 게임이 ?!
난 그런 게임 안하고 놀았는데 ...
나만 또 아싸였오
키키 너도 모르는 게임이었어 ?
키키 웅 그게 머람 ㅎ
라떼는 ... 경찰과 도둑 ...
키키 나떼는 음 ... 피구 ... ?
키키 오징어 게임이 뭐람 ... ?
공기 놀이 ... ? 는 했다 !
공기 놀이라고 했어 그걸 ?
응응 공기로 노는 거 !
우린 깔래 ... 라고 했어 ... 왠지 ... 부끄
교실에서 하는 거 앉아서 ! 헉
키키 엉 마즘
그거 맞겠지 ... ?
그게 머야 ... ?
신기하다",일상 대화
405,"반성하자 물고기 머리도 아니고 왜 그러냐
키키 너는 얼굴이 물고기 상임 ㅠㅠ
귀엽다는 말이지?
나 물고기 키우고 싶음 ㅋ
금붕어가 사람 볼 때 이상하게 보이는 거 알아?
어떻게 보이는데?
사실 금붕어 3초 기억력도 구라래
막 스노우한 것처럼 보인다던데?
아 정말?
뿌옇게 보인다는 말인가
금붕어 기억력에 대해 알고 싶진 않아
아니 3년전 기억도 다 가지고 있다던디
아니아니 그 스노우가 아니라 카메라 스노우 ㅋ 어플
아 키키 그럼 이뻐 보인다는 거야?
키키 아니 금붕어가 3년 전까지 기억해서 뭐함 키키
아니 어쨌든 물고기에 대한 오해를 깨주는 거잖아
고마워 안 궁금했는데 정말 고맙다
진짜 말하는게 물고기만도 못하네
햄스터 키우고 싶다 약간 뚱뚱한 햄스터",일상 대화
406,"공부도 공부지만 친구들과 협동력을 길어주는 단체 운동은 어때!
키키 단체 운동 뭐가 있어
5인 이상 집합 금지잖아,
야외 운동시에는 가능이라고 하는 것 같던데?!
야외 운동할 게 뭐 있지 축구 키키?
축구 농구 배구 피구 많지...
할 만한 게 하나도 없군
일단 친구가 없어
ㅠㅜ 너 탁구 잘 치면 나랑 탁구 칠래...?
잘, 치지는 않아,
나도 서브만 넣을 줄 알아!
같이 연습해 볼래?
키키 어디서,? 탁구 칠 만한 곳이 있나?
어... 음... 그러게 탁구장이 있는 곳은 없나...?
키키 난 아파트라 헬스장도 한 달에 만 원이고 탁구장도 있었는데 ㅠ 코로나 때문에,
아 코로나 때문에 문을 안 열고 있어?
응 아마 종식될 떄까지 안 열지 않을까 싶네
운동도 맘대로 못하게 하는 이 시대가 정말 밉다.
그니까 ㅠㅠ 집에서 하는 건 한계가 있어",일상 대화
407,"인터넷으로 가격 비교하면서 사는 것도 힘들다 키키
맞아요... 근데 또 안하고 사면 나중에 화날 것 같아
그러니까 꼭 사고 나면 더 싼 게 보이고...
그니깐 화나잖아요 진짜 키키
그러니까 키키 그런데 또 다 비교하려니 머리 아프고
맞아 키키 근데 또 안 하면 안 해서 화가 나고
그러니까 진짜 어쩔 수가 없다 키키
그래서 잘 비교하고 사요? 키키
요즘에 뭐 한번 검색하면 페북이나 인스타에 올라오길래 일부로 검색함 키키
키키 오 맞아 키키 계속 그거 관련해서 뜨잖아요
어 처음에 짱났는데 요즘에 이용 중 키키
키키 진짜 웃겨 키키 저는 근데 인스타를 안 해서
나도 그냥 눈팅만 키키
키키 전 눈팅도 안 해요 키키 귀찮
와우 키키 진짜 뭐 하는 게 없네?
키키 맨날 겜 하고 뭐... 그 정도?",일상 대화
408,"계절이 이제 또 바뀌고 있네 키키
키키 요즘 날씨 변화에 적응하기 힘드네요
키키 진짜 키키 10월에 여름, 겨울, 가을 다 있네
나갈 때 옷 어떻게 입을지 난감해요
키키 그러니까
진짜 키키 일주일 만에 바뀌니까
키키 겨울 옷 정리 했어요?
키키 난 그냥 다 걸려 있어 키키
아 진짜요 키키
전 아직 겨울옷 다 안 꺼내 놨어요 키키
키키 얼른 꺼내야 할 텐데 키키
키키 여름 옷부터 정리를 해야..ㅠ
그러니까 키키
:여름 옷 다 빨아서 넣어야지
키키 진짜 귀찮네요
키키 아직 겨울을 맞이할 준비가 안됐는데
키키 그러니까
10월인데 원래 이랬나
키키 이상 기온이죠
키키 코트 꺼내 입지도 못했어요 키키
그러니까
키키 그건 꺼내지도 못했다
키키 진짜 아쉽네요 겨울옷 무거운데",일상 대화
409,"날씨가 많이 쌀쌀해졌네 키키
응 여기는 많이 춥다 ㅠㅠ
바닷가 쪽이라서 추운 건가?
그런 거 같다 ㅠ 대구는 어떤데?
대구는 낮에는 아직 덥고 저녁에 쌀쌀하다 ㅠㅠ
겉옷 한 개 들고 다녀야겠네?
엉 키키 딱 그 정도의 날씨
키키 내일 내려갈 때 겉옷 몇 벌 챙겨야겠다
키키 부모님 집에도 옷 있지 않나?
있지 키키 겨울 옷밖에 없을걸?
이번에 가는 김에 두꺼운 옷 쫌 들고 와야겠네?
어 키키 한번 내려갈 때 다 챙겨야지 또 가기 귀찮타
키키 다 가지고 오면 집이 어지럽나?
원룸이라서 방이 작다 ㅠㅠ
아 그러면 좀 복잡하겠네 ㅠㅠ
어 ㅜ 혼자 살아도 짐이 많노
원래 다 그런 거 아니겠나...
살림살이는 있어야지 ㅠㅠ
ㅠㅠ 맞지 없으면 또 불편해",일상 대화
410,"넌 동생 있었으면 좋겠어?
난 동생보다... 옛날에는 오빠 있었으면 좋겠다고 생각 해봄 키키
아하 키키 동생보단 오빠였군 키키
다정한 오빠 있으면 좋을 거 같았는데 오빠 있는 친구들 이야기 들어보면 음~ 키키
키키 그것도 진짜 케바케더라 키키
딱 어렸을 때 하는 생각 키키
키키 사촌 오빠가 동생한테 용돈 겁나 잘 주던데 키키
하긴 좋은 오빠도 있겠지? 키키
키키 나이 차가 많이 나면 다정함 키키
그렇군 키키 너는 동생 있으니까 어때? 키키
키키 부려 먹을 땐 편하지 키키 근데 나도 언니나 오빠 원츄 키키
동생 있으면 심부름 잘 시킬 거 같음 키키
어렸을 땐 내가 맏이라고 심부름 다 도맡아서 했지
진짜? 나는 내가 심부름 했는데 케바케군
키키 정말 케바케네 난 내가 다함 키키
나는 언니가 나한테 시킴 키키",일상 대화
411,"오빠는 비행기 자주 타는 편이세요?
아니 비행기는 잘 안타지 ㅠㅠ
코로나 터지기 전엔 1년에 한번씩 타보려고 했는데 지금은 그마저도 안되네
저는 고향 내려갈 때마다 비행기 타는데 편하더라고요 하하
키키 국내선은 비용도 저렴하고 더 편하겠네?
기차보다 저렴하고 시간도 빠르고 키키 어쩔땐 왕복 2만원에 서울-부산이에요 키키
키키 우와 서울 부산이 왕복 2만원이면 엄청 저렴하네 키키
그래서 요즘은 무조건 비행기부터 찾아보는 거 같아요 키키
ktx는 왕복 10만원 가까이 하지 않나?
맞아요 ㅜㅜ
저는 창원인데 왕복 거의 12만원이에요 ㅜㅜ
그렇네
비행기 타는 게 무조건 이득이네 키키
네 키키 대신에 기차역보단 집에서 멀긴 한데
비행기 내려서 집까지 가는 게 가까우면 무조건 비행기 타야겠다
네 키키 부산 내려서도 창원까지 30분 정도면 가더라고요
ktx랑 비용이 6배 차이... 거기다가 시간까지 절약하니깐 비행기가 좋네
그러니까요 ㅜㅜ
근데 비행기는 너무 만석으로 항상 가서 불안해요
부산이랑 창원이랑 가깝네 키키
지도 상에서는 멀던데",일상 대화
412,"이번에 회사 이직 때문에 서울에서 방 구해야 하는데 너무 비싸다...
서울에서 싼 방 구하는 게 쉽지 않지...
그래서 서울에 사는 친구랑 같이 동거할까 생각 중이긴 한데
그러면 절약하고 좋을 꺼 같은데?
그러니까... 내 친구도 월세 사는데 한 달에 60만 원씩 나간대
나도 서울 살아봐서 아는데 월세 진짜 기본 사람 살만한 곳이 그 정도 해
그래서 친구도 곧 계약 만료 된다 해서 둘 중 한 명이 전세 대출 받아서 전세방 알아보려고
전세 대출 받을 수 있으면 차라리 그게 낫지...
그러니까 말이야...
다른 아는 친구도 전세 사는데 전세 이자만 내면 된다고 하더라고
전세 이자가 월세보다 얼마 안 할껄?
맞아
전세 사는 친구 전세이자 한 달에 20만원? 정도밖에 안 낸다고 하더라고
근데 전세대출 받으려면 원금 어느 정도 필요할 텐데?
알아보니까 원금 20%정도 있으면 80% 대출 가능하다고 하더라고
근데 전세 자체도 꽤 가격이 나갈 텐데 그 정도 원금이 있긴 해?
나랑 친구랑 보증금으로 쓰려던 돈 합하면 어느 정도 돼서 그걸로 합해서 전세 대출 받으면 괜찮을 꺼 같아
전세 대출 뭐 받을 수 있으면 그렇게 해라...
서울 월세 너무 비싸",일상 대화
413,"얌 왁싱 해봄?
아니 근데 궁금하긴 하더라 사람들 많이함!
그니까 많이해서 엄청 궁금
그거 하면 신세계를 경험한다덩디? 키키 너부터 해봐
싫음 무서움 키키 근데 얼굴도 많이 하더라?  피부에  자극 되겠지?
키키 엥? 얼굴에 왁싱한다고? 키키 처음 들음
키키 난 쫄보라...
아니 근데 그거 주기적으로 계속 해야되자나
눈썹 인중 이런데!
아아 키키 인중은 레이저 갠츈하지 않음?
엉 계속 하다보면 잘 안난뎅
엉 마즘 겨드랑이 인중 많이 하잖아 레이저 시술
마자 꽤나 따끔 따끔 하다던디?
나 왁싱말고 레이저 했는데 갠츈함
오 계속 가야함 그것도?
근데 안하면 다시 쪼곰씩 생기긴하더라",일상 대화
